id,name,phone,email,reason,urgency,appointment_type,duration,provider,needs_dentist,status,timestamp,wait_time
d5eb343f-e763-4efb-9c8a-81d8e2a4a6dd,Bob Wilson,555-345-6789,bob.wilson@email.com,Deep cleaning needed,medium,deep_cleaning,90,no preference,True,waiting,2025-04-01T08:49:33.980959,3 minutes
1350690e-9f59-4cef-bd0b-5509bb3c485d,Maria Garcia,555-456-7890,maria@email.com,Cavity filling,medium,filling,45,no preference,True,waiting,2025-04-01T08:49:33.984274,3 minutes
d03f852b-d4aa-4620-8220-0c5fe5a97c78,Tom Johnson,555-567-8901,tom@email.com,,low,xray,30,no preference,False,waiting,2025-04-01T08:49:33.986023,3 minutes
cad8145c-d45d-4ad5-b588-cf2305ce5725,Sarah Brown,555-678-9012,S.brown@hotmail.com,New patient consultation,medium,consultation,60,Shannon,True,waiting,2025-04-01T08:49:33.988203,3 minutes
da4c9569-4c0c-4e46-b6b8-937d745afb3c,Lisa Chen,555-890-1234,lisa@email.com,Regular cleaning,low,cleaning,30,no preference,False,waiting,2025-04-01T08:49:33.992456,3 minutes
4f461937-eba0-49ce-b959-85bae836826e,Bob Wilson,555-345-6789,bob.wilson@email.com,Deep cleaning needed,medium,deep_cleaning,90,no preference,True,waiting,2025-04-01T08:53:13.513305,0 minutes
0a034cf4-f513-4f78-81c1-8527dc669c63,Maria Garcia,555-456-7890,maria@email.com,Cavity filling,medium,filling,45,no preference,True,waiting,2025-04-01T08:53:13.515736,0 minutes
e9b27c58-9960-418a-aca3-91699aa0e219,Tom Johnson,555-567-8901,tom@email.com,,low,xray,30,no preference,False,waiting,2025-04-01T08:53:13.518313,0 minutes
3fc969f6-0cc5-46cf-ac72-00491cdeb4c7,Sarah Brown,555-678-9012,S.brown@hotmail.com,New patient consultation,medium,consultation,60,Shannon,True,waiting,2025-04-01T08:53:13.521852,0 minutes
d83e25db-7d4e-45ff-90d3-6c1722a0977e,Lisa Chen,555-890-1234,lisa@email.com,Regular cleaning,low,cleaning,30,no preference,False,waiting,2025-04-01T08:53:13.527603,0 minutes
